time,price,maxprice,minprice,use_spread,problem_indicator
0,19995.29491457,19995.29491457,19995.29491457,False,no problemo
1,20007.87708625,20007.87708625,20007.87708625,False,no problemo
2,20009.0,20009.0,20009.0,False,no problemo
3,20013.0,20013.0,20013.0,False,no problemo
4,20022.150108,20022.150108,20022.150108,False,no problemo
5,20021.5,20021.5,20021.5,False,no problemo
6,20020.535,20020.535,20020.535,False,no problemo
7,19981.70301394,19981.70301394,19981.70301394,False,no problemo
8,19976.61,19976.61,19976.61,False,no problemo
9,19969.52579767,19969.52579767,19969.52579767,False,no problemo
10,19959.51207879,19959.51207879,19959.51207879,False,no problemo
11,19964.985,19964.985,19964.985,False,no problemo
12,19965.8275,19965.8275,19965.8275,False,no problemo
13,19955.91,19955.91,19955.91,False,no problemo
14,19952.94020024,19952.94020024,19952.94020024,False,no problemo
15,19927.66270477,19927.66270477,19927.66270477,False,no problemo
16,19930.23354464,19930.23354464,19930.23354464,False,no problemo
17,19946.25,19946.25,19946.25,False,no problemo
18,19931.5,19931.5,19931.5,False,no problemo
19,19936.87,19936.87,19936.87,False,no problemo
20,19937.5909025,19937.5909025,19937.5909025,False,no problemo
21,19942.0,19942.0,19942.0,False,no problemo
22,19944.66147716,19944.66147716,19944.66147716,False,no problemo
23,19937.18275297,19937.18275297,19937.18275297,False,no problemo
24,19936.95,19936.95,19936.95,False,no problemo
25,19933.81,19933.81,19933.81,False,no problemo
26,19939.9,19939.9,19939.9,False,no problemo
27,19943.885,19943.885,19943.885,False,no problemo
28,19946.07670881,19946.07670881,19946.07670881,False,no problemo
29,19946.75,19946.75,19946.75,False,no problemo
30,19948.44,19948.44,19948.44,False,no problemo
31,19970.0,19970.0,19970.0,False,no problemo
32,19968.74,19968.74,19968.74,False,no problemo
33,19955.85,19955.85,19955.85,False,no problemo
34,19959.26860563,19959.26860563,19959.26860563,False,no problemo
35,19943.76226314,19943.76226314,19943.76226314,False,no problemo
36,19943.2,19943.2,19943.2,False,no problemo
37,19938.8681875,19938.8681875,19938.8681875,False,no problemo
38,19980.3475,19980.3475,19980.3475,False,no problemo
39,19958.2775,19958.2775,19958.2775,False,no problemo
40,19952.5,19952.5,19952.5,False,no problemo
41,19933.95994167,19933.95994167,19933.95994167,False,no problemo
42,19931.7,19931.7,19931.7,False,no problemo
43,19931.45,19931.45,19931.45,False,no problemo
44,19934.15749999,19934.15749999,19934.15749999,False,no problemo
45,19931.49,19931.49,19931.49,False,no problemo
46,19922.47,19922.47,19922.47,False,no problemo
47,19915.0,19915.0,19915.0,False,no problemo
48,19903.78,19903.78,19903.78,False,no problemo
49,19910.62793374,19910.62793374,19910.62793374,False,no problemo
50,19906.935,19906.935,19906.935,False,no problemo
51,19902.0,19902.0,19902.0,False,no problemo
52,19904.76,19904.76,19904.76,False,no problemo
53,19888.71193352,19888.71193352,19888.71193352,False,no problemo
54,19873.97688778,19873.97688778,19873.97688778,False,no problemo
55,19884.5825,19884.5825,19884.5825,False,no problemo
56,19897.0,19897.0,19897.0,False,no problemo
57,19880.61,19880.61,19880.61,False,no problemo
58,19877.75,19877.75,19877.75,False,no problemo
58,19855.51,19855.51,19855.51,False,no problemo
