time,price,maxprice,minprice,use_spread,problem_indicator
1,35.93784483,35.93784483,35.93784483,False,no problemo
1,35.9163,35.9163,35.9163,False,no problemo
5,35.88999999,35.88999999,35.88999999,False,no problemo
6,35.83396,35.83396,35.83396,False,no problemo
6,35.86637528,35.86637528,35.86637528,False,no problemo
8,35.84884558,35.84884558,35.84884558,False,no problemo
8,35.8505125,35.8505125,35.8505125,False,no problemo
10,35.8462975,35.8462975,35.8462975,False,no problemo
11,35.8198975,35.8198975,35.8198975,False,no problemo
12,35.8557,35.8557,35.8557,False,no problemo
13,35.849,35.849,35.849,False,no problemo
14,35.82834906,35.82834906,35.82834906,False,no problemo
14,35.81849124,35.81849124,35.81849124,False,no problemo
16,35.8581375,35.8581375,35.8581375,False,no problemo
16,35.86927393,35.86927393,35.86927393,False,no problemo
18,35.88438449,35.88438449,35.88438449,False,no problemo
18,35.88411,35.88411,35.88411,False,no problemo
19,35.8945,35.8945,35.8945,False,no problemo
21,35.91902537,35.91902537,35.91902537,False,no problemo
21,35.91300354,35.91300354,35.91300354,False,no problemo
22,35.8452,35.8452,35.8452,False,no problemo
24,35.8086226,35.8086226,35.8086226,False,no problemo
26,35.849,35.849,35.849,False,no problemo
26,35.84388293,35.84388293,35.84388293,False,no problemo
28,35.81661635,35.81661635,35.81661635,False,no problemo
29,35.801,35.801,35.801,False,no problemo
30,35.822515,35.822515,35.822515,False,no problemo
31,35.77893156,35.77893156,35.77893156,False,no problemo
31,35.75499999,35.75499999,35.75499999,False,no problemo
33,35.80733154,35.80733154,35.80733154,False,no problemo
35,35.79010812,35.79010812,35.79010812,False,no problemo
36,35.77125,35.77125,35.77125,False,no problemo
37,35.80812519,35.80812519,35.80812519,False,no problemo
38,35.82,35.82,35.82,False,no problemo
38,35.8159,35.8159,35.8159,False,no problemo
39,35.8405,35.8405,35.8405,False,no problemo
41,35.845675,35.845675,35.845675,False,no problemo
42,35.83467574,35.83467574,35.83467574,False,no problemo
42,35.8585125,35.8585125,35.8585125,False,no problemo
45,35.85870445,35.85870445,35.85870445,False,no problemo
45,35.845,35.845,35.845,False,no problemo
46,35.94409542,35.94409542,35.94409542,False,no problemo
48,35.93745,35.93745,35.93745,False,no problemo
49,35.93895,35.93895,35.93895,False,no problemo
49,35.930195,35.930195,35.930195,False,no problemo
50,35.9273825,35.9273825,35.9273825,False,no problemo
51,35.9229,35.9229,35.9229,False,no problemo
52,35.9056325,35.9056325,35.9056325,False,no problemo
53,35.88634999,35.88634999,35.88634999,False,no problemo
54,35.89685412,35.89685412,35.89685412,False,no problemo
56,35.92461443,35.92461443,35.92461443,False,no problemo
56,36.0304036,36.0304036,36.0304036,False,no problemo
57,36.023706,36.023706,36.023706,False,no problemo
59,36.01789307,36.01789307,36.01789307,False,no problemo
59,36.02728938,36.02728938,36.02728938,False,no problemo
